id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
19023,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Sequins Sliver Heels
53406,Women,Apparel,Topwear,Kurtas,Red,Fall,2012.0,Ethnic,Alma Women Red Printed Kurta
24027,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Locomotive Men Printed Red T-shirt
3021,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's March Blue T-shirt
22124,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2011.0,Formal,Provogue Men Brown Formal Shoes
14519,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Teal Blue Striped Shirt
42750,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Heels
40148,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Gini and Jony Girls Play Suit Blue Dress
44775,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Shoes
5702,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Torino Black Shoe
15406,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men FILA Boston White Sports Shoes
48252,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,The Amazing Spiderman Boys Yellow T-shirt
56718,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Folklore Women Navy Blue Kurta
20307,Women,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,Jealous 21 Women Solid White Sweater
50145,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats
53397,Women,Apparel,Topwear,Kurtas,White,Fall,2012.0,Ethnic,Alma Women White & Mustard Printed Kurta
31451,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Running Red Jersey
33201,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Sepia Women Cream Dress
52928,Women,Apparel,Saree,Sarees,White,Fall,2012.0,Ethnic,FNF Multi Coloured Sari
40147,Girls,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Pedal Pusher
22959,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Reebok Men White Fusion Sports Shoes
45757,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Folklore Women Red Kurta
20156,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Establish Navy Blue Shirt
7351,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Tantra Men's Holiday India Red T-shirt
17250,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Red Printed T-shirt
52952,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Sari
6331,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,UCB Men Ben Logo Yellow Shirt
4109,Men,Footwear,Sandal,Sandals,Navy Blue,Summer,2011.0,Casual,Fila Men Obsidian Navy Sandal
31938,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Summer,2012.0,Ethnic,Mumbai Slang Women Printed Turquoise Blue Kurta
5086,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Wrangler Men's Bullrider Striper Polo Black T-shirt
37733,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Check Grey Shirt
7572,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Sports,Nike Men's As Miler UV SS Orange T-shirt
8969,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men 65cc Ducati Black Sports Shoes
20334,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mr.Men Men Printed Blue Tshirt
5926,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Men's Derby Fresh Splash White Shoe
51801,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2016.0,Casual,Bwitch Women Pink Nightdress
49819,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops
19426,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Quiksilver Men Tar Pits Black Shirt
43921,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Femella Women Peach Top
12052,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Spykar Men White Polo T-Shirts
49470,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012.0,Casual,Vans Men Maroon Classic Slip On Shoes
16129,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Men Blue Polo Tshirt
58797,Men,Apparel,Topwear,Shirts,Grey Melange,Fall,2012.0,Smart Casual,Highlander Men Grey Melange Shirt
34862,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Vans Men Zapato Del Barco Grey Shoes
1545,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Speed Cat Shoe
17680,Women,Footwear,Shoes,Heels,Grey,Winter,2015.0,Casual,Catwalk Women Flower Grey Heels
44444,Unisex,Footwear,Flip Flops,Flip Flops,Grey,Summer,2013.0,Casual,Gliders Unisex Grey Spiner Flip Flops
9229,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
30319,Men,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Myntra Men Feared Strom Drive Pink T-shirt
52885,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Orange & Purple Sari
13449,Women,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Shirts
3262,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Guerrilla Men's Need Money White T-shirt
28711,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women Printed White Kurta
3454,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men Furano White Black Shoe
30863,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Mangalgiri Kurta
11697,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Lee Men Check Blue Shirts
5578,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Sweet Classic Leather Grey White Shoe
5869,Women,Apparel,Topwear,Tops,Yellow,Summer,2011.0,Casual,ADIDAS Women's Clean Yellow Top
9827,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Little Miss Women Printed White T-shirt
44287,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Indian Terrain Men Purple T-shirt
53875,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,U.S. Polo Assn. Men Navy Blue Flip Flops
28695,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,W Women Printed Beige Kurta
6664,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Lunarglide 2 Grey White Blue Shoe
17826,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Women Court Majestic White Casual Shoe
24733,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,United Colors of Benetton Men Yellow Printed T-shirt
5811,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Puma Women's Pop White T-shirt
25590,Women,Apparel,Apparel Set,Kurta Sets,Beige,Fall,2011.0,Ethnic,Vishudh Women Beige & Green Printed Churidar Kurta with Dupatta
44906,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Puma Men White 3/4 Length Pants
56872,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,HM Women Red Sandals
7209,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Jealous 21 Women Purple Printed White T-shirt
52891,Women,Apparel,Saree,Sarees,Pink,Fall,2012.0,Ethnic,FNF Pink Printed Sari
38932,Girls,Apparel,Bottomwear,Leggings,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Leggings
33184,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Powder Blue Top
20715,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Smart Casual,Red Tape Men Black Leather Casual Shoes
19108,Men,Apparel,Topwear,Tshirts,Beige,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts
31016,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Men Striped White & Green Shirt
10673,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Doodle Girl Ballet School Black Tops
4898,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Levis Kids Girl's Desiree Green Teens Kidswear
1546,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Furore White Shoe
31685,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Men Sweet Classic Leather White Shoes
3877,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Wrangler Men's Twill Applique Charcoal T-shirt
1988,Women,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,ADIDAS Womens Red Tank T-shirt
8180,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Check Ladd Green Shirts
27211,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Doodle Kids Boy Check Purple Shirt
6254,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Lee Women's Shakira White Black T-shirt
3300,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2011.0,Sports,Asics Men's Gel Cushioning Black Yellow Shoe
6222,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Women's Round Neck Green T-shirt
6201,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men Black Shoes
8816,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Spykar Men Ranger Blue Navy Checks Shirts
23189,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Highlander Men Green Check Shirt
4539,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Classic Polo Men's Blue T-shirt with Black Stripe
39639,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lotto Men Black Shoes
5879,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Puma Women's Polo Pink T-shirt
9766,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men Black Solid Sports T-shirt
39738,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Arrow Men Brown Sandals
22810,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Locomotive Men Purple Printed Tshirt
3790,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2014.0,Casual,Converse Men's AS Canvas HI Black Shoe
44915,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue T-shirt
48083,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,French Connection Women Blue Dress
9702,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Hush Puppies Men Chevelle Brown Formal Shoes
11955,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,Ganuchi Men Casual Blue Casual Shoes
54129,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Rocia Women Beige Flats
17971,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Rio Black Sandal
3917,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2011.0,Casual,Urban Yoga Men's Yoga Grey Track Pant
5475,Men,Footwear,Flip Flops,Flip Flops,Brown,Winter,2012.0,Casual,Nike Men Celso City Thong Brown Flip Flops
30732,Women,Apparel,Bottomwear,Churidar,Black,Summer,2012.0,Ethnic,Fabindia Women Black Churidar
39328,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012.0,Casual,Gini and Jony Girls Green Shorts
24466,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Quechua Women Grey Sports Shoes
19811,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black Sweatshirt
59666,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multicoloured Evening Wear Sari
33825,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,Puma Women Kuris Silver & Grey Sports Shoes
39580,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats
9191,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,SPYKAR Men Slim Fit Free Republic Wheeler Spirit Blue Jeans
52372,Women,Apparel,Loungewear and Nightwear,Nightdress,Green,Winter,2015.0,Casual,Red Rose Women Green Nightdress
47247,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Blue Canvas Shoes
48481,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,French Connection Black Dress
59931,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Diva Women White Kurta
50713,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Doodle Boys Yellow Printed T-Shirt
11950,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,2012.0,Casual,Ganuchi Men Brown Shoes
17023,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Casual Black Sandal
46745,Men,Apparel,Bottomwear,Track Pants,Charcoal,Summer,2012.0,Sports,Nike Men Black Track Pants
53312,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue T-shirt
32590,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,ONLY Women Brown Shorts
49373,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Black Casual Shoes
31330,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Franco Leone Men Brown Shoes
51444,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Myntra Women Light Blue Shirt
42997,Men,Footwear,Flip Flops,Flip Flops,Purple,Summer,2012.0,Casual,Nike Men Purple Solarsoft Thong Flip Flops
45403,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & Brown Sandals
34076,Women,Footwear,Shoes,Flats,White,Fall,2012.0,Casual,Clarks Women White Leather Ballerinas
43371,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Reebok Men White Acciomax III Sports Shoes
9667,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Red Black Shirts
12078,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,W Women Printed Pink Kurtas
34288,Women,Apparel,Topwear,Dupatta,Off White,Summer,2012.0,Ethnic,Fabindia Women Off White Chanderi Dupatta
17841,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women City Court White Sports Shoe
6104,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,UCB Women's Basic Round Neck Navy Blue T-shirt
18197,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Highlander Men Solid Navy Blue Trouser
41077,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Lotto Men Brown Tread Sandals
3561,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Zeta Black Lifestyle Casual Shoe
1809,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Decathlon Profilter Women Blue T-shirt
7307,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,UCB Women Sleeveless White Top
39965,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,GAS Men Navy Blue Brixton Casual Shoes
22773,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,BIBA Women Printed White Kurta
51334,Men,Apparel,Bottomwear,Rain Trousers,Navy Blue,Summer,2012.0,,Wildcraft Men Navy Blue Rain Trousers
7677,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Puma Men's Polo Neck Red T-shirt
33020,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012.0,Ethnic,Mother Earth Women Printed Yellow Kurta
19846,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Navy Blue Shirt
38766,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Shorts
41873,Men,Footwear,Sandal,Sandals,Brown,Summer,2016.0,Casual,Estd. 1977 Men Brown Sandals
24539,Women,Apparel,Topwear,Kurtis,Red,Fall,2011.0,Ethnic,Mother Earth Women Red  Printed Kurti
5771,Women,Apparel,Bottomwear,Jeans,Black,Summer,2011.0,Casual,Jealous 21 Women's Black Grey Jegging
57518,Men,Footwear,Shoes,Casual Shoes,Tan,Summer,2013.0,Smart Casual,Provogue Men Tan Brown Leather Casual Shoes
2841,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mr.Men Men's Its Gonna Get Messy Grey T-shirt
59021,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,Carlton London Women Red Heels
20666,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Classic Polo Men Striped Grey Tshirt
28925,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mr. Men Printed Blue T-shirt
7688,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Puma Men's Logo Bermuda Grey Short
13650,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS White  Snova Sequence 4M Sports Shoe
34829,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Bolt Navy Blue Sports Shoes
3427,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's I Have Healing Hand Black T-shirt
24191,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Converse Unisex Chuck Taylor All Star Print Black Casual Shoes
54544,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,F Sports Men Black Pace Sports Shoes
38940,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Palm Tree Boys Blue Shorts
35788,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Black Heels
9562,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2011.0,Formal,Lee Cooper Men Jarrikan Brown Formal Shoes
7138,Women,Apparel,Topwear,Tunics,Black,Fall,2011.0,Casual,Scullers For Her Women Lace Black Silver Tunics
15339,Women,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Women Solid Grey Shorts
24098,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Black Sandals
3938,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Jealous 21 Women's White Blue T-shirt
32276,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Vishudh Women Printed Olive Kurta
11894,Men,Footwear,Sandal,Sandals,Tan,Summer,2013.0,Casual,Franco Leone Men Casual Tan Sandals
29044,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men Grey T-shirt
24054,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Blue T-shirt
19123,Men,Footwear,Flip Flops,Flip Flops,Silver,Fall,2011.0,Casual,Lotto Men XL Water Man Silver Slippers
21741,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Vans Unisex Authentic Lo Pro White Casual Shoes
7340,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Tantra Men's Shanti White T-shirt
23854,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,ADIDAS Men Grey Stride Sports Shoes
16122,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men White Polo Tshirt
19634,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Top
22771,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011.0,Ethnic,BIBA Women Printed Blue Kurta
12823,Men,Footwear,Shoes,Casual Shoes,Yellow,Fall,2011.0,Casual,Lotto Men Dynamo Yellow Casual Shoes
56701,Men,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Men Striped White Kurta
20942,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,ADIDAS Men Adi Neo Tread Green Flip Flops
9132,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Men Excitemo TT White Sports Shoes
42131,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Black Air Max Sports Shoes
15700,Women,Footwear,Shoes,Heels,Pink,Winter,2015.0,Casual,Catwalk Women Casual Pink Flats
10741,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Winter,2012.0,Casual,Disney Unisex Kids Mickey Mouse Yellow Flip Flops
34391,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red Prayer T-shirt
40294,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2012.0,Casual,Warner Bros Kids Unisex Yellow Flip Flops
22467,Men,Apparel,Topwear,Shirts,Olive,Summer,2011.0,Casual,Timberland Men Olive Vintage Rugged Shirt
4226,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Probase Men's Last Week Grey T-shirt
3879,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's Concert Blue T-shirt
22019,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Vishudh Women Printed Brown Kurta
9691,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Ikon Blue Polo Tshirts
3655,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Batec Black Shoe
13352,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Jeunes Brown Casual Shoes
44921,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Puma Men Blue Shorts
23178,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Mark Taylor Men Yellow Printed T-shirt
43539,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,French Connection Women Multicoloured Striped Top
24776,Men,Footwear,Shoes,Sports Shoes,Bronze,Spring,2012.0,Casual,Nike Men Obs T-Lite 9 Sl Bronze Sports Shoes
32634,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,Nike Women Legend Slim Poly Grey Track Pants
3629,Unisex,Footwear,Flip Flops,Flip Flops,White,Summer,2011.0,Casual,Puma Unisex Tropi Cat Graphic White Yellow Flip Flop
6237,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Lee Women's Iris White T-shirt
3672,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Fila Men's Speed Up Black Silver Shoe
24505,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Mother Earth Women Red Printed Kurta
39113,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Angry Birds Men Red Printed T-shirt
8284,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Skechers Men Arnold Black Floater
41839,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Lotto Men Red Game Flip Flops
43307,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,United Colors of Benetton Women White Shirt
3566,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's White Silver Running Shoe
35666,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013.0,Casual,U.S. Polo Assn. Men Blue Flip Flops
19815,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Green Sweatshirt
12230,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Genesis Pink & White Striped Formal Shirt
18552,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Catwalk Women Black Shoe
42585,Men,Apparel,Topwear,Tshirts,Black,Fall,2012.0,Casual,United Colors of Benetton Mens Black Polo T-shirt
1548,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Puma Men's Cell Exsis Sneaker
19866,Women,Footwear,Flip Flops,Flip Flops,White,Fall,2011.0,Casual,ADIDAS Women Soft Striped White Flip Flops
5724,Unisex,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Reebok Unisex Drive Black Floater
12890,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Cell Tolero Black Casual Shoes
9835,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Little Miss Women Printed Grey T-shirt
40629,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Span Women Olive Green Kurta
42122,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Navy Blue Shorts
19337,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Black Jacket
56679,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Portia Women Brown Sandals
28353,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,IDEE Men Black Sunglasses
28750,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Aurelia Women Printed Olive Kurta
16204,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Disect Black TShirt
2133,Men,Apparel,Topwear,Shirts,Black,Spring,2011.0,Casual,Basics Men Black Slim Fit Shirt
43960,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Indigo Nation Men Grey Striped Shirt
27867,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers For Her Striped Blue Shirt
48241,Boys,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Avengers Boys Cream Printed T-shirt
2099,Men,Apparel,Topwear,Shirts,White,Winter,2010.0,Casual,Lee Men Checks Dark Blue Shirt
9339,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Ducati Graphic White Tshirts
44582,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017.0,Casual,Lee Men Bern Navy Blue Jeans
21915,Women,Apparel,Apparel Set,Kurta Sets,Orange,Fall,2011.0,Ethnic,Biba Women Orange & Purple Printed Churidar Kurta with Dupatta
23859,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,ADIDAS Men Grey Dash Casual Shoes
19398,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,ADIDAS Men Solid Blue Jersey
13747,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Belmonte Men Check Blue Shirts
