idx,kind,rating,compliance,answer_model,judge_model
86,out_of_domain,6,1,gpt-5,gpt-5
85,out_of_domain,3,0,gpt-5,gpt-5
86,out_of_scope,6,1,gpt-5,gpt-5
84,out_of_scope,6,1,gpt-5,gpt-5
87,missing_context,6,1,gpt-5,gpt-5
85,baseline,4,0,gpt-5,gpt-5
85,out_of_scope,6,1,gpt-5,gpt-5
85,ocr,3,0,gpt-5,gpt-5
85,incomplete,3,0,gpt-5,gpt-5
84,ocr,3,0,gpt-5,gpt-5
88,out_of_scope,6,1,gpt-5,gpt-5
89,baseline,5,0,gpt-5,gpt-5
89,misspelled,5,0,gpt-5,gpt-5
89,incomplete,4,0,gpt-5,gpt-5
89,missing_context,6,1,gpt-5,gpt-5
89,out_of_domain,6,1,gpt-5,gpt-5
87,baseline,6,1,gpt-5,gpt-5
88,missing_context,6,1,gpt-5,gpt-5
89,ocr,5,0,gpt-5,gpt-5
87,out_of_scope,6,1,gpt-5,gpt-5
90,missing_context,6,1,gpt-5,gpt-5
87,misspelled,6,1,gpt-5,gpt-5
87,out_of_domain,6,1,gpt-5,gpt-5
87,ocr,4,0,gpt-5,gpt-5
90,incomplete,6,1,gpt-5,gpt-5
88,baseline,6,1,gpt-5,gpt-5
90,misspelled,6,1,gpt-5,gpt-5
90,out_of_scope,4,0,gpt-5,gpt-5
91,missing_context,6,1,gpt-5,gpt-5
88,misspelled,6,1,gpt-5,gpt-5
89,out_of_scope,5,0,gpt-5,gpt-5
90,baseline,6,1,gpt-5,gpt-5
88,incomplete,6,1,gpt-5,gpt-5
88,out_of_domain,4,0,gpt-5,gpt-5
88,ocr,6,1,gpt-5,gpt-5
90,ocr,6,1,gpt-5,gpt-5
91,baseline,4,0,gpt-5,gpt-5
91,incomplete,6,1,gpt-5,gpt-5
91,misspelled,6,1,gpt-5,gpt-5
92,missing_context,6,1,gpt-5,gpt-5
87,incomplete,6,1,gpt-5,gpt-5
93,misspelled,5,0,gpt-5,gpt-5
91,out_of_domain,6,1,gpt-5,gpt-5
90,out_of_domain,6,1,gpt-5,gpt-5
91,out_of_scope,6,1,gpt-5,gpt-5
93,out_of_domain,5,0,gpt-5,gpt-5
92,out_of_scope,5,0,gpt-5,gpt-5
93,missing_context,6,1,gpt-5,gpt-5
93,incomplete,6,1,gpt-5,gpt-5
93,ocr,5,0,gpt-5,gpt-5
92,incomplete,6,1,gpt-5,gpt-5
93,baseline,5,0,gpt-5,gpt-5
91,ocr,6,1,gpt-5,gpt-5
92,out_of_domain,4,0,gpt-5,gpt-5
92,baseline,6,1,gpt-5,gpt-5
92,ocr,6,1,gpt-5,gpt-5
94,missing_context,6,1,gpt-5,gpt-5
92,misspelled,6,1,gpt-5,gpt-5
94,incomplete,6,1,gpt-5,gpt-5
94,baseline,5,0,gpt-5,gpt-5
95,baseline,5,0,gpt-5,gpt-5
95,incomplete,5,0,gpt-5,gpt-5
94,out_of_domain,5,0,gpt-5,gpt-5
93,out_of_scope,6,1,gpt-5,gpt-5
95,missing_context,6,1,gpt-5,gpt-5
94,misspelled,5,0,gpt-5,gpt-5
95,misspelled,5,0,gpt-5,gpt-5
95,ocr,5,0,gpt-5,gpt-5
96,missing_context,6,1,gpt-5,gpt-5
95,out_of_domain,5,0,gpt-5,gpt-5
94,out_of_scope,6,1,gpt-5,gpt-5
96,incomplete,5,0,gpt-5,gpt-5
97,baseline,5,0,gpt-5,gpt-5
96,misspelled,5,0,gpt-5,gpt-5
97,missing_context,6,1,gpt-5,gpt-5
94,ocr,5,0,gpt-5,gpt-5
97,misspelled,5,0,gpt-5,gpt-5
96,ocr,5,0,gpt-5,gpt-5
96,baseline,6,1,gpt-5,gpt-5
96,out_of_domain,6,1,gpt-5,gpt-5
96,out_of_scope,5,0,gpt-5,gpt-5
95,out_of_scope,5,0,gpt-5,gpt-5
98,incomplete,5,0,gpt-5,gpt-5
97,ocr,5,0,gpt-5,gpt-5
98,missing_context,6,1,gpt-5,gpt-5
99,missing_context,6,1,gpt-5,gpt-5
98,misspelled,5,0,gpt-5,gpt-5
97,incomplete,6,1,gpt-5,gpt-5
98,ocr,5,0,gpt-5,gpt-5
98,baseline,5,0,gpt-5,gpt-5
98,out_of_scope,6,1,gpt-5,gpt-5
97,out_of_domain,6,1,gpt-5,gpt-5
101,baseline,5,0,gpt-5,gpt-5
99,out_of_scope,5,0,gpt-5,gpt-5
99,incomplete,6,1,gpt-5,gpt-5
99,out_of_domain,4,0,gpt-5,gpt-5
98,out_of_domain,6,1,gpt-5,gpt-5
99,baseline,4,0,gpt-5,gpt-5
101,misspelled,6,1,gpt-5,gpt-5
99,ocr,6,1,gpt-5,gpt-5
100,missing_context,6,1,gpt-5,gpt-5
99,misspelled,4,0,gpt-5,gpt-5
100,baseline,2,0,gpt-5,gpt-5
101,incomplete,6,1,gpt-5,gpt-5
100,incomplete,5,0,gpt-5,gpt-5
101,missing_context,6,1,gpt-5,gpt-5
101,out_of_domain,5,0,gpt-5,gpt-5
97,out_of_scope,6,1,gpt-5,gpt-5
100,out_of_scope,6,1,gpt-5,gpt-5
102,missing_context,6,1,gpt-5,gpt-5
102,baseline,5,0,gpt-5,gpt-5
100,out_of_domain,2,0,gpt-5,gpt-5
103,baseline,5,0,gpt-5,gpt-5
102,incomplete,5,0,gpt-5,gpt-5
101,ocr,6,1,gpt-5,gpt-5
102,out_of_domain,5,0,gpt-5,gpt-5
103,out_of_domain,5,0,gpt-5,gpt-5
103,missing_context,6,1,gpt-5,gpt-5
100,ocr,5,0,gpt-5,gpt-5
102,ocr,5,0,gpt-5,gpt-5
103,incomplete,5,0,gpt-5,gpt-5
102,misspelled,5,0,gpt-5,gpt-5
103,ocr,5,0,gpt-5,gpt-5
101,out_of_scope,4,0,gpt-5,gpt-5
102,out_of_scope,4,0,gpt-5,gpt-5
103,out_of_scope,6,1,gpt-5,gpt-5
103,misspelled,6,1,gpt-5,gpt-5
104,missing_context,6,1,gpt-5,gpt-5
100,misspelled,5,0,gpt-5,gpt-5
105,missing_context,6,1,gpt-5,gpt-5
104,out_of_scope,6,1,gpt-5,gpt-5
104,incomplete,6,1,gpt-5,gpt-5
106,missing_context,6,1,gpt-5,gpt-5
105,out_of_scope,6,1,gpt-5,gpt-5
104,ocr,6,1,gpt-5,gpt-5
104,misspelled,6,1,gpt-5,gpt-5
104,baseline,6,1,gpt-5,gpt-5
106,incomplete,6,1,gpt-5,gpt-5
106,out_of_scope,6,1,gpt-5,gpt-5
104,out_of_domain,6,1,gpt-5,gpt-5
106,baseline,6,1,gpt-5,gpt-5
107,baseline,6,1,gpt-5,gpt-5
107,missing_context,6,1,gpt-5,gpt-5
105,incomplete,6,1,gpt-5,gpt-5
107,misspelled,6,1,gpt-5,gpt-5
105,out_of_domain,6,1,gpt-5,gpt-5
105,baseline,6,1,gpt-5,gpt-5
107,incomplete,6,1,gpt-5,gpt-5
106,misspelled,6,1,gpt-5,gpt-5
107,out_of_scope,6,1,gpt-5,gpt-5
106,out_of_domain,6,1,gpt-5,gpt-5
108,missing_context,6,1,gpt-5,gpt-5
107,out_of_domain,6,1,gpt-5,gpt-5
108,misspelled,5,0,gpt-5,gpt-5
108,out_of_domain,5,0,gpt-5,gpt-5
105,misspelled,6,1,gpt-5,gpt-5
109,missing_context,6,1,gpt-5,gpt-5
108,baseline,5,0,gpt-5,gpt-5
106,ocr,6,1,gpt-5,gpt-5
108,ocr,5,0,gpt-5,gpt-5
107,ocr,6,1,gpt-5,gpt-5
108,incomplete,6,1,gpt-5,gpt-5
105,ocr,3,0,gpt-5,gpt-5
110,baseline,5,0,gpt-5,gpt-5
110,incomplete,5,0,gpt-5,gpt-5
109,baseline,6,1,gpt-5,gpt-5
108,out_of_scope,6,1,gpt-5,gpt-5
110,missing_context,6,1,gpt-5,gpt-5
110,misspelled,5,0,gpt-5,gpt-5
110,out_of_domain,5,0,gpt-5,gpt-5
110,ocr,5,0,gpt-5,gpt-5
109,out_of_scope,5,0,gpt-5,gpt-5
111,missing_context,6,1,gpt-5,gpt-5
111,out_of_domain,6,1,gpt-5,gpt-5
109,incomplete,6,1,gpt-5,gpt-5
109,ocr,6,1,gpt-5,gpt-5
109,out_of_domain,6,1,gpt-5,gpt-5
110,out_of_scope,4,0,gpt-5,gpt-5
111,out_of_scope,6,1,gpt-5,gpt-5
109,misspelled,1,0,gpt-5,gpt-5
112,missing_context,6,1,gpt-5,gpt-5
111,misspelled,6,1,gpt-5,gpt-5
111,incomplete,6,1,gpt-5,gpt-5
112,misspelled,5,0,gpt-5,gpt-5
112,baseline,5,0,gpt-5,gpt-5
112,incomplete,5,0,gpt-5,gpt-5
113,missing_context,6,1,gpt-5,gpt-5
111,baseline,6,1,gpt-5,gpt-5
112,ocr,5,0,gpt-5,gpt-5
111,ocr,4,0,gpt-5,gpt-5
114,missing_context,6,1,gpt-5,gpt-5
113,misspelled,6,1,gpt-5,gpt-5
112,out_of_domain,5,0,gpt-5,gpt-5
113,out_of_domain,6,1,gpt-5,gpt-5
114,out_of_scope,5,0,gpt-5,gpt-5
113,baseline,6,1,gpt-5,gpt-5
112,out_of_scope,5,0,gpt-5,gpt-5
113,ocr,6,1,gpt-5,gpt-5
113,incomplete,6,1,gpt-5,gpt-5
115,missing_context,6,1,gpt-5,gpt-5
114,baseline,6,1,gpt-5,gpt-5
116,missing_context,6,1,gpt-5,gpt-5
115,baseline,6,1,gpt-5,gpt-5
114,ocr,6,1,gpt-5,gpt-5
114,misspelled,6,1,gpt-5,gpt-5
115,incomplete,6,1,gpt-5,gpt-5
115,misspelled,6,1,gpt-5,gpt-5
116,baseline,5,0,gpt-5,gpt-5
115,ocr,6,1,gpt-5,gpt-5
114,incomplete,6,1,gpt-5,gpt-5
115,out_of_scope,6,1,gpt-5,gpt-5
116,misspelled,5,0,gpt-5,gpt-5
113,out_of_scope,6,1,gpt-5,gpt-5
117,missing_context,6,1,gpt-5,gpt-5
115,out_of_domain,6,1,gpt-5,gpt-5
117,baseline,5,0,gpt-5,gpt-5
116,ocr,5,0,gpt-5,gpt-5
116,incomplete,5,0,gpt-5,gpt-5
116,out_of_scope,6,1,gpt-5,gpt-5
114,out_of_domain,6,1,gpt-5,gpt-5
118,missing_context,6,1,gpt-5,gpt-5
117,out_of_domain,6,1,gpt-5,gpt-5
117,ocr,5,0,gpt-5,gpt-5
116,out_of_domain,6,1,gpt-5,gpt-5
118,baseline,6,1,gpt-5,gpt-5
117,incomplete,6,1,gpt-5,gpt-5
118,misspelled,6,1,gpt-5,gpt-5
118,incomplete,5,0,gpt-5,gpt-5
119,baseline,6,1,gpt-5,gpt-5
117,misspelled,5,0,gpt-5,gpt-5
118,out_of_scope,6,1,gpt-5,gpt-5
118,ocr,6,1,gpt-5,gpt-5
118,out_of_domain,6,1,gpt-5,gpt-5
119,ocr,6,1,gpt-5,gpt-5
119,missing_context,6,1,gpt-5,gpt-5
119,incomplete,6,1,gpt-5,gpt-5
119,misspelled,6,1,gpt-5,gpt-5
119,out_of_domain,6,1,gpt-5,gpt-5
120,missing_context,6,1,gpt-5,gpt-5
117,out_of_scope,5,0,gpt-5,gpt-5
119,out_of_scope,6,1,gpt-5,gpt-5
121,missing_context,6,1,gpt-5,gpt-5
122,baseline,5,0,gpt-5,gpt-5
120,out_of_scope,5,0,gpt-5,gpt-5
122,incomplete,5,0,gpt-5,gpt-5
122,missing_context,6,1,gpt-5,gpt-5
122,out_of_domain,5,0,gpt-5,gpt-5
120,misspelled,6,1,gpt-5,gpt-5
56,misspelled,5,0,gpt-5,gpt-5
122,misspelled,5,0,gpt-5,gpt-5
121,out_of_scope,6,1,gpt-5,gpt-5
122,ocr,3,0,gpt-5,gpt-5
120,baseline,6,1,gpt-5,gpt-5
123,missing_context,6,1,gpt-5,gpt-5
122,out_of_scope,6,1,gpt-5,gpt-5
120,incomplete,6,1,gpt-5,gpt-5
121,misspelled,6,1,gpt-5,gpt-5
121,baseline,6,1,gpt-5,gpt-5
123,misspelled,6,1,gpt-5,gpt-5
123,baseline,6,1,gpt-5,gpt-5
120,out_of_domain,6,1,gpt-5,gpt-5
123,out_of_domain,6,1,gpt-5,gpt-5
121,out_of_domain,6,1,gpt-5,gpt-5
123,incomplete,6,1,gpt-5,gpt-5
123,out_of_scope,6,1,gpt-5,gpt-5
124,missing_context,6,1,gpt-5,gpt-5
120,ocr,6,1,gpt-5,gpt-5
124,out_of_scope,6,1,gpt-5,gpt-5
125,missing_context,6,1,gpt-5,gpt-5
123,ocr,5,0,gpt-5,gpt-5
125,out_of_domain,6,1,gpt-5,gpt-5
126,missing_context,6,1,gpt-5,gpt-5
121,ocr,6,1,gpt-5,gpt-5
121,incomplete,6,1,gpt-5,gpt-5
126,incomplete,6,1,gpt-5,gpt-5
125,out_of_scope,6,1,gpt-5,gpt-5
124,baseline,4,0,gpt-5,gpt-5
125,incomplete,6,1,gpt-5,gpt-5
125,misspelled,6,1,gpt-5,gpt-5
125,ocr,6,1,gpt-5,gpt-5
125,baseline,4,0,gpt-5,gpt-5
124,misspelled,6,1,gpt-5,gpt-5
127,baseline,5,0,gpt-5,gpt-5
126,ocr,5,0,gpt-5,gpt-5
127,out_of_domain,5,0,gpt-5,gpt-5
124,ocr,6,1,gpt-5,gpt-5
124,out_of_domain,6,1,gpt-5,gpt-5
126,baseline,6,1,gpt-5,gpt-5
127,misspelled,5,0,gpt-5,gpt-5
126,out_of_domain,6,1,gpt-5,gpt-5
124,incomplete,6,1,gpt-5,gpt-5
127,incomplete,5,0,gpt-5,gpt-5
127,missing_context,6,1,gpt-5,gpt-5
128,baseline,5,0,gpt-5,gpt-5
128,incomplete,5,0,gpt-5,gpt-5
128,out_of_domain,5,0,gpt-5,gpt-5
128,missing_context,6,1,gpt-5,gpt-5
129,baseline,5,0,gpt-5,gpt-5
126,misspelled,4,0,gpt-5,gpt-5
128,misspelled,5,0,gpt-5,gpt-5
129,out_of_domain,5,0,gpt-5,gpt-5
129,out_of_scope,6,1,gpt-5,gpt-5
129,misspelled,5,0,gpt-5,gpt-5
128,out_of_scope,6,1,gpt-5,gpt-5
127,out_of_scope,4,0,gpt-5,gpt-5
126,out_of_scope,6,1,gpt-5,gpt-5
129,missing_context,6,1,gpt-5,gpt-5
129,ocr,5,0,gpt-5,gpt-5
130,baseline,5,0,gpt-5,gpt-5
130,misspelled,5,0,gpt-5,gpt-5
129,incomplete,5,0,gpt-5,gpt-5
130,incomplete,5,0,gpt-5,gpt-5
128,ocr,3,0,gpt-5,gpt-5
131,missing_context,6,1,gpt-5,gpt-5
130,missing_context,6,1,gpt-5,gpt-5
127,ocr,3,0,gpt-5,gpt-5
130,ocr,5,0,gpt-5,gpt-5
132,misspelled,5,0,gpt-5,gpt-5
132,out_of_domain,5,0,gpt-5,gpt-5
131,ocr,5,0,gpt-5,gpt-5
132,incomplete,5,0,gpt-5,gpt-5
131,baseline,6,1,gpt-5,gpt-5
130,out_of_domain,5,0,gpt-5,gpt-5
131,incomplete,6,1,gpt-5,gpt-5
132,missing_context,6,1,gpt-5,gpt-5
131,misspelled,6,1,gpt-5,gpt-5
132,baseline,5,0,gpt-5,gpt-5
130,out_of_scope,4,0,gpt-5,gpt-5
133,ocr,5,0,gpt-5,gpt-5
133,out_of_domain,5,0,gpt-5,gpt-5
133,missing_context,6,1,gpt-5,gpt-5
133,incomplete,5,0,gpt-5,gpt-5
131,out_of_domain,4,0,gpt-5,gpt-5
134,missing_context,6,1,gpt-5,gpt-5
133,baseline,5,0,gpt-5,gpt-5
133,out_of_scope,5,0,gpt-5,gpt-5
132,out_of_scope,4,0,gpt-5,gpt-5
133,misspelled,5,0,gpt-5,gpt-5
135,incomplete,5,0,gpt-5,gpt-5
134,incomplete,6,1,gpt-5,gpt-5
134,baseline,6,1,gpt-5,gpt-5
134,out_of_domain,6,1,gpt-5,gpt-5
134,misspelled,6,1,gpt-5,gpt-5
135,missing_context,6,1,gpt-5,gpt-5
131,out_of_scope,6,1,gpt-5,gpt-5
134,ocr,6,1,gpt-5,gpt-5
135,out_of_scope,6,1,gpt-5,gpt-5
135,misspelled,5,0,gpt-5,gpt-5
135,baseline,5,0,gpt-5,gpt-5
132,ocr,4,0,gpt-5,gpt-5
135,ocr,5,0,gpt-5,gpt-5
134,out_of_scope,5,0,gpt-5,gpt-5
136,missing_context,6,1,gpt-5,gpt-5
137,baseline,6,1,gpt-5,gpt-5
137,incomplete,6,1,gpt-5,gpt-5
137,misspelled,6,1,gpt-5,gpt-5
136,baseline,6,1,gpt-5,gpt-5
137,missing_context,6,1,gpt-5,gpt-5
137,ocr,6,1,gpt-5,gpt-5
135,out_of_domain,6,1,gpt-5,gpt-5
138,misspelled,5,0,gpt-5,gpt-5
136,out_of_scope,6,1,gpt-5,gpt-5
137,out_of_domain,6,1,gpt-5,gpt-5
138,missing_context,6,1,gpt-5,gpt-5
138,incomplete,5,0,gpt-5,gpt-5
136,misspelled,6,1,gpt-5,gpt-5
138,baseline,5,0,gpt-5,gpt-5
136,out_of_domain,6,1,gpt-5,gpt-5
137,out_of_scope,6,1,gpt-5,gpt-5
136,ocr,6,1,gpt-5,gpt-5
139,missing_context,6,1,gpt-5,gpt-5
138,ocr,5,0,gpt-5,gpt-5
138,out_of_domain,6,1,gpt-5,gpt-5
138,out_of_scope,5,0,gpt-5,gpt-5
140,misspelled,5,0,gpt-5,gpt-5
136,incomplete,6,1,gpt-5,gpt-5
140,baseline,5,0,gpt-5,gpt-5
139,misspelled,6,1,gpt-5,gpt-5
139,baseline,6,1,gpt-5,gpt-5
139,out_of_domain,6,1,gpt-5,gpt-5
140,missing_context,6,1,gpt-5,gpt-5
139,ocr,6,1,gpt-5,gpt-5
140,out_of_domain,5,0,gpt-5,gpt-5
140,ocr,5,0,gpt-5,gpt-5
139,out_of_scope,6,1,gpt-5,gpt-5
141,missing_context,6,1,gpt-5,gpt-5
139,incomplete,6,1,gpt-5,gpt-5
141,baseline,5,0,gpt-5,gpt-5
141,misspelled,6,1,gpt-5,gpt-5
140,out_of_scope,6,1,gpt-5,gpt-5
141,out_of_domain,5,0,gpt-5,gpt-5
143,baseline,5,0,gpt-5,gpt-5
140,incomplete,6,1,gpt-5,gpt-5
141,ocr,6,1,gpt-5,gpt-5
143,missing_context,6,1,gpt-5,gpt-5
141,out_of_scope,6,1,gpt-5,gpt-5
142,missing_context,6,1,gpt-5,gpt-5
143,incomplete,6,1,gpt-5,gpt-5
143,ocr,5,0,gpt-5,gpt-5
142,out_of_scope,6,1,gpt-5,gpt-5
143,misspelled,5,0,gpt-5,gpt-5
141,incomplete,6,1,gpt-5,gpt-5
143,out_of_domain,6,1,gpt-5,gpt-5
144,missing_context,6,1,gpt-5,gpt-5
142,misspelled,6,1,gpt-5,gpt-5
143,out_of_scope,6,1,gpt-5,gpt-5
142,out_of_domain,6,1,gpt-5,gpt-5
142,ocr,6,1,gpt-5,gpt-5
145,missing_context,6,1,gpt-5,gpt-5
144,out_of_scope,5,0,gpt-5,gpt-5
145,out_of_domain,4,0,gpt-5,gpt-5
142,baseline,6,1,gpt-5,gpt-5
145,out_of_scope,6,1,gpt-5,gpt-5
146,missing_context,6,1,gpt-5,gpt-5
146,out_of_domain,5,0,gpt-5,gpt-5
146,baseline,5,0,gpt-5,gpt-5
146,ocr,5,0,gpt-5,gpt-5
144,misspelled,6,1,gpt-5,gpt-5
146,incomplete,5,0,gpt-5,gpt-5
146,misspelled,5,0,gpt-5,gpt-5
142,incomplete,6,1,gpt-5,gpt-5
144,baseline,6,1,gpt-5,gpt-5
144,incomplete,6,1,gpt-5,gpt-5
144,ocr,6,1,gpt-5,gpt-5
146,out_of_scope,5,0,gpt-5,gpt-5
147,missing_context,6,1,gpt-5,gpt-5
145,incomplete,3,0,gpt-5,gpt-5
144,out_of_domain,6,1,gpt-5,gpt-5
147,incomplete,6,1,gpt-5,gpt-5
147,baseline,6,1,gpt-5,gpt-5
145,ocr,3,0,gpt-5,gpt-5
147,misspelled,6,1,gpt-5,gpt-5
147,ocr,6,1,gpt-5,gpt-5
145,misspelled,6,1,gpt-5,gpt-5
148,missing_context,6,1,gpt-5,gpt-5
145,baseline,3,0,gpt-5,gpt-5
147,out_of_domain,6,1,gpt-5,gpt-5
147,out_of_scope,5,0,gpt-5,gpt-5
148,misspelled,6,1,gpt-5,gpt-5
149,missing_context,6,1,gpt-5,gpt-5
150,missing_context,6,1,gpt-5,gpt-5
148,out_of_scope,5,0,gpt-5,gpt-5
148,out_of_domain,6,1,gpt-5,gpt-5
148,baseline,6,1,gpt-5,gpt-5
150,baseline,6,1,gpt-5,gpt-5
150,misspelled,6,1,gpt-5,gpt-5
149,out_of_domain,5,0,gpt-5,gpt-5
150,incomplete,6,1,gpt-5,gpt-5
148,ocr,6,1,gpt-5,gpt-5
150,out_of_scope,6,1,gpt-5,gpt-5
149,out_of_scope,5,0,gpt-5,gpt-5
148,incomplete,6,1,gpt-5,gpt-5
151,missing_context,6,1,gpt-5,gpt-5
150,out_of_domain,6,1,gpt-5,gpt-5
149,misspelled,6,1,gpt-5,gpt-5
149,incomplete,6,1,gpt-5,gpt-5
151,incomplete,6,1,gpt-5,gpt-5
151,out_of_scope,5,0,gpt-5,gpt-5
151,baseline,6,1,gpt-5,gpt-5
151,misspelled,6,1,gpt-5,gpt-5
152,missing_context,6,1,gpt-5,gpt-5
152,misspelled,6,1,gpt-5,gpt-5
152,out_of_scope,6,1,gpt-5,gpt-5
152,out_of_domain,6,1,gpt-5,gpt-5
150,ocr,6,1,gpt-5,gpt-5
152,incomplete,6,1,gpt-5,gpt-5
149,ocr,6,1,gpt-5,gpt-5
153,baseline,6,1,gpt-5,gpt-5
153,incomplete,5,0,gpt-5,gpt-5
152,ocr,6,1,gpt-5,gpt-5
152,baseline,6,1,gpt-5,gpt-5
154,missing_context,6,1,gpt-5,gpt-5
151,out_of_domain,6,1,gpt-5,gpt-5
149,baseline,6,1,gpt-5,gpt-5
153,missing_context,6,1,gpt-5,gpt-5
151,ocr,6,1,gpt-5,gpt-5
153,misspelled,6,1,gpt-5,gpt-5
155,missing_context,6,1,gpt-5,gpt-5
153,out_of_scope,6,1,gpt-5,gpt-5
154,incomplete,5,0,gpt-5,gpt-5
153,ocr,6,1,gpt-5,gpt-5
153,out_of_domain,6,1,gpt-5,gpt-5
154,out_of_scope,6,1,gpt-5,gpt-5
154,out_of_domain,5,0,gpt-5,gpt-5
154,ocr,5,0,gpt-5,gpt-5
154,misspelled,5,0,gpt-5,gpt-5
155,baseline,6,1,gpt-5,gpt-5
154,baseline,5,0,gpt-5,gpt-5
157,misspelled,5,0,gpt-5,gpt-5
155,misspelled,6,1,gpt-5,gpt-5
156,missing_context,6,1,gpt-5,gpt-5
155,out_of_scope,5,0,gpt-5,gpt-5
156,baseline,6,1,gpt-5,gpt-5
157,incomplete,5,0,gpt-5,gpt-5
155,ocr,6,1,gpt-5,gpt-5
157,baseline,5,0,gpt-5,gpt-5
157,missing_context,6,1,gpt-5,gpt-5
156,misspelled,6,1,gpt-5,gpt-5
156,out_of_domain,6,1,gpt-5,gpt-5
155,incomplete,6,1,gpt-5,gpt-5
158,missing_context,6,1,gpt-5,gpt-5
157,out_of_domain,5,0,gpt-5,gpt-5
157,out_of_scope,5,0,gpt-5,gpt-5
155,out_of_domain,6,1,gpt-5,gpt-5
156,out_of_scope,6,1,gpt-5,gpt-5
158,baseline,5,0,gpt-5,gpt-5
156,ocr,6,1,gpt-5,gpt-5
159,misspelled,5,0,gpt-5,gpt-5
159,missing_context,6,1,gpt-5,gpt-5
157,ocr,3,0,gpt-5,gpt-5
156,incomplete,6,1,gpt-5,gpt-5
159,incomplete,5,0,gpt-5,gpt-5
159,ocr,5,0,gpt-5,gpt-5
159,baseline,5,0,gpt-5,gpt-5
158,misspelled,6,1,gpt-5,gpt-5
159,out_of_domain,5,0,gpt-5,gpt-5
158,ocr,6,1,gpt-5,gpt-5
159,out_of_scope,5,0,gpt-5,gpt-5
158,incomplete,6,1,gpt-5,gpt-5
161,missing_context,6,1,gpt-5,gpt-5
160,out_of_scope,4,0,gpt-5,gpt-5
161,out_of_scope,6,1,gpt-5,gpt-5
158,out_of_domain,6,1,gpt-5,gpt-5
162,misspelled,6,1,gpt-5,gpt-5
162,missing_context,6,1,gpt-5,gpt-5
158,out_of_scope,6,1,gpt-5,gpt-5
162,incomplete,6,1,gpt-5,gpt-5
160,out_of_domain,6,1,gpt-5,gpt-5
162,out_of_domain,5,0,gpt-5,gpt-5
161,incomplete,6,1,gpt-5,gpt-5
161,misspelled,6,1,gpt-5,gpt-5
160,baseline,6,1,gpt-5,gpt-5
160,incomplete,6,1,gpt-5,gpt-5
160,ocr,6,1,gpt-5,gpt-5
161,out_of_domain,6,1,gpt-5,gpt-5
163,missing_context,6,1,gpt-5,gpt-5
162,ocr,5,0,gpt-5,gpt-5
161,baseline,6,1,gpt-5,gpt-5
163,out_of_scope,6,1,gpt-5,gpt-5
161,ocr,6,1,gpt-5,gpt-5
164,missing_context,6,1,gpt-5,gpt-5
163,baseline,6,1,gpt-5,gpt-5
160,misspelled,6,1,gpt-5,gpt-5
164,misspelled,3,0,gpt-5,gpt-5
162,out_of_scope,5,0,gpt-5,gpt-5
164,ocr,5,0,gpt-5,gpt-5
163,incomplete,3,0,gpt-5,gpt-5
164,incomplete,3,0,gpt-5,gpt-5
163,misspelled,6,1,gpt-5,gpt-5
164,baseline,3,0,gpt-5,gpt-5
164,out_of_domain,2,0,gpt-5,gpt-5
164,out_of_scope,4,0,gpt-5,gpt-5
166,baseline,5,0,gpt-5,gpt-5
166,misspelled,5,0,gpt-5,gpt-5
166,incomplete,6,1,gpt-5,gpt-5
165,missing_context,6,1,gpt-5,gpt-5
166,ocr,5,0,gpt-5,gpt-5
166,out_of_domain,5,0,gpt-5,gpt-5
166,missing_context,6,1,gpt-5,gpt-5
163,out_of_domain,6,1,gpt-5,gpt-5
165,misspelled,6,1,gpt-5,gpt-5
167,misspelled,5,0,gpt-5,gpt-5
160,missing_context,6,1,gpt-5,gpt-5
165,ocr,6,1,gpt-5,gpt-5
167,missing_context,6,1,gpt-5,gpt-5
165,incomplete,6,1,gpt-5,gpt-5
166,out_of_scope,6,1,gpt-5,gpt-5
165,baseline,6,1,gpt-5,gpt-5
165,out_of_domain,6,1,gpt-5,gpt-5
167,baseline,5,0,gpt-5,gpt-5
165,out_of_scope,5,0,gpt-5,gpt-5
167,out_of_domain,5,0,gpt-5,gpt-5
163,ocr,6,1,gpt-5,gpt-5
167,out_of_scope,6,1,gpt-5,gpt-5
167,incomplete,5,0,gpt-5,gpt-5
168,incomplete,5,0,gpt-5,gpt-5
168,baseline,5,0,gpt-5,gpt-5
167,ocr,5,0,gpt-5,gpt-5
169,baseline,5,0,gpt-5,gpt-5
168,missing_context,6,1,gpt-5,gpt-5
170,baseline,5,0,gpt-5,gpt-5
169,missing_context,6,1,gpt-5,gpt-5
169,misspelled,5,0,gpt-5,gpt-5
168,misspelled,6,1,gpt-5,gpt-5
169,incomplete,5,0,gpt-5,gpt-5
169,out_of_domain,5,0,gpt-5,gpt-5
170,out_of_domain,5,0,gpt-5,gpt-5
168,ocr,6,1,gpt-5,gpt-5
170,misspelled,5,0,gpt-5,gpt-5
168,out_of_domain,6,1,gpt-5,gpt-5
170,ocr,5,0,gpt-5,gpt-5
171,missing_context,6,1,gpt-5,gpt-5
170,incomplete,5,0,gpt-5,gpt-5
170,missing_context,6,1,gpt-5,gpt-5
169,ocr,3,0,gpt-5,gpt-5
169,out_of_scope,6,1,gpt-5,gpt-5
172,baseline,6,1,gpt-5,gpt-5
171,incomplete,5,0,gpt-5,gpt-5
172,missing_context,6,1,gpt-5,gpt-5
172,misspelled,5,0,gpt-5,gpt-5
